,32supx,4SWHMc,e3y7tj,QRRsiL,5pS65p,YB7Zxj,BYjiah,cWAMxe
7341,10.0,63.0,162.0,1124.0,167.0,424.0,4263.0,255.0
7342,10.0,63.0,162.0,1122.0,167.0,424.0,4257.0,255.0
7343,10.0,63.0,162.0,1122.0,167.0,423.0,4266.0,255.0
7344,10.0,63.0,163.0,1135.0,168.0,427.0,4360.0,259.0
7345,10.0,66.0,164.0,1138.0,169.0,431.0,4395.0,263.0
7346,10.0,65.0,168.0,1145.0,172.0,433.0,4448.0,264.0
7347,10.0,65.0,168.0,1141.0,171.0,429.0,4429.0,264.0
7348,10.0,65.0,168.0,1141.0,170.0,426.0,4395.0,264.0
7349,10.0,65.0,170.0,1144.0,172.0,428.0,4411.0,263.0
7350,9.0,60.0,163.0,1099.0,167.0,411.0,4248.0,247.0
7351,10.0,60.0,163.0,1113.0,168.0,416.0,4297.0,251.0
7352,10.0,60.0,165.0,1131.0,171.0,420.0,4389.0,256.0
7353,10.0,59.0,165.0,1115.0,170.0,410.0,4361.0,253.0
7354,10.0,59.0,167.0,1123.0,171.0,410.0,4376.0,254.0
7355,10.0,59.0,171.0,1118.0,173.0,411.0,4388.0,258.0
7356,10.0,59.0,171.0,1118.0,173.0,411.0,4393.0,257.0
7357,10.0,62.0,169.0,1158.0,180.0,430.0,4445.0,264.0
7358,10.0,62.0,169.0,1155.0,180.0,429.0,4429.0,262.0
7359,10.0,62.0,169.0,1158.0,180.0,430.0,4433.0,262.0
7360,8.0,61.0,160.0,1115.0,177.0,401.0,4303.0,247.0
7361,8.0,60.0,157.0,1094.0,173.0,398.0,4264.0,243.0
7362,7.0,60.0,156.0,1075.0,169.0,399.0,4270.0,245.0
7363,7.0,59.0,162.0,1079.0,175.0,405.0,4280.0,249.0
7364,7.0,60.0,160.0,1091.0,176.0,409.0,4315.0,254.0
7365,7.0,60.0,160.0,1092.0,176.0,409.0,4308.0,254.0
7366,7.0,59.0,158.0,1086.0,174.0,404.0,4282.0,255.0
7367,7.0,54.0,149.0,1025.0,167.0,386.0,4038.0,249.0
7368,7.0,53.0,144.0,987.0,157.0,369.0,3919.0,233.0
7369,7.0,53.0,144.0,1003.0,159.0,373.0,3975.0,235.0
7370,8.0,54.0,147.0,1050.0,162.0,392.0,4166.0,243.0
7371,10.0,53.0,146.0,1051.0,163.0,395.0,4199.0,242.0
7372,9.0,51.0,138.0,990.0,153.0,366.0,4088.0,227.0
7373,8.0,50.0,131.0,956.0,147.0,349.0,4007.0,215.0
7374,8.0,50.0,131.0,949.0,147.0,350.0,4039.0,217.0
7375,8.0,48.0,134.0,952.0,148.0,352.0,4070.0,218.0
7376,10.0,52.0,140.0,976.0,153.0,364.0,4162.0,222.0
7377,10.0,46.0,133.0,915.0,140.0,328.0,3985.0,211.0
7378,10.0,45.0,131.0,888.0,135.0,318.0,3921.0,210.0
7379,10.0,46.0,131.0,899.0,138.0,325.0,3990.0,211.0
7380,10.0,50.0,138.0,959.0,153.0,363.0,4145.0,228.0
7381,11.0,53.0,148.0,991.0,163.0,387.0,4286.0,232.0
7382,11.0,53.0,147.0,993.0,165.0,387.0,4320.0,232.0
7383,13.0,58.0,147.0,1009.0,165.0,390.0,4463.0,239.0
7384,12.0,57.0,141.0,973.0,162.0,383.0,4387.0,230.0
7385,11.0,51.0,126.0,911.0,150.0,360.0,4200.0,213.0
7386,11.0,51.0,127.0,916.0,152.0,362.0,4239.0,214.0
7387,13.0,61.0,136.0,991.0,164.0,407.0,4454.0,239.0
7388,13.0,61.0,136.0,989.0,167.0,405.0,4468.0,238.0
7389,13.0,61.0,135.0,989.0,167.0,406.0,4481.0,238.0
7390,13.0,59.0,130.0,964.0,165.0,402.0,4445.0,233.0
7391,13.0,62.0,129.0,970.0,164.0,407.0,4503.0,235.0
7392,13.0,56.0,125.0,935.0,154.0,393.0,4356.0,227.0
7393,13.0,57.0,127.0,941.0,155.0,396.0,4436.0,228.0
7394,13.0,57.0,126.0,934.0,156.0,395.0,4416.0,229.0
7395,13.0,58.0,124.0,917.0,154.0,391.0,4329.0,226.0
7396,13.0,53.0,116.0,879.0,147.0,371.0,4242.0,223.0
7397,13.0,53.0,117.0,879.0,147.0,373.0,4263.0,223.0
7398,13.0,53.0,118.0,884.0,147.0,375.0,4289.0,222.0
7399,14.0,53.0,119.0,909.0,150.0,380.0,4351.0,225.0
7400,14.0,52.0,118.0,896.0,148.0,381.0,4269.0,221.0
7401,14.0,52.0,119.0,896.0,148.0,381.0,4275.0,220.0
7402,14.0,52.0,115.0,892.0,145.0,374.0,4227.0,218.0
7403,14.0,52.0,114.0,896.0,144.0,377.0,4225.0,223.0
7404,16.0,52.0,115.0,904.0,147.0,384.0,4231.0,226.0
7405,16.0,50.0,109.0,883.0,144.0,371.0,4138.0,222.0
7406,17.0,51.0,116.0,939.0,151.0,397.0,4192.0,239.0
7407,17.0,50.0,115.0,933.0,150.0,397.0,4165.0,239.0
7408,18.0,50.0,122.0,967.0,152.0,411.0,4248.0,250.0
7409,18.0,50.0,122.0,966.0,154.0,411.0,4236.0,250.0
7410,18.0,51.0,125.0,984.0,156.0,422.0,4321.0,254.0
7411,19.0,51.0,126.0,984.0,158.0,421.0,4333.0,255.0
7412,19.0,52.0,126.0,987.0,158.0,420.0,4356.0,254.0
7413,19.0,52.0,128.0,989.0,158.0,421.0,4388.0,256.0
7414,20.0,56.0,132.0,1011.0,164.0,438.0,4454.0,270.0
7415,20.0,56.0,133.0,1030.0,165.0,444.0,4545.0,272.0
7416,22.0,57.0,135.0,1033.0,165.0,447.0,4576.0,273.0
7417,23.0,62.0,139.0,1058.0,166.0,453.0,4683.0,278.0
7418,23.0,65.0,151.0,1106.0,179.0,483.0,4781.0,295.0
7419,23.0,62.0,150.0,1101.0,178.0,481.0,4743.0,292.0
7420,26.0,65.0,153.0,1133.0,182.0,492.0,4831.0,296.0
7421,27.0,67.0,162.0,1183.0,187.0,509.0,4936.0,310.0
7422,28.0,77.0,172.0,1272.0,204.0,564.0,5162.0,333.0
7423,28.0,77.0,171.0,1265.0,202.0,561.0,5138.0,334.0
7424,28.0,77.0,170.0,1247.0,200.0,555.0,5081.0,330.0
7425,27.0,78.0,170.0,1254.0,200.0,559.0,5123.0,333.0
7426,27.0,79.0,172.0,1261.0,198.0,562.0,5132.0,330.0
7427,27.0,79.0,170.0,1253.0,195.0,563.0,5098.0,329.0
7428,28.0,82.0,171.0,1285.0,199.0,576.0,5189.0,343.0
7429,28.0,84.0,170.0,1295.0,202.0,585.0,5206.0,346.0
7430,28.0,84.0,170.0,1295.0,202.0,586.0,5208.0,346.0
7431,28.0,79.0,165.0,1245.0,192.0,564.0,5083.0,336.0
7432,28.0,79.0,167.0,1260.0,194.0,570.0,5144.0,341.0
7433,28.0,79.0,167.0,1263.0,195.0,572.0,5159.0,341.0
7434,28.0,79.0,169.0,1276.0,197.0,580.0,5226.0,342.0
7435,27.0,80.0,169.0,1285.0,197.0,578.0,5266.0,338.0
7436,28.0,83.0,173.0,1309.0,202.0,593.0,5335.0,348.0
7437,29.0,82.0,166.0,1269.0,194.0,574.0,5200.0,337.0
7438,29.0,82.0,167.0,1268.0,194.0,574.0,5211.0,336.0
7439,29.0,82.0,167.0,1279.0,198.0,581.0,5297.0,339.0
7440,29.0,82.0,167.0,1277.0,198.0,581.0,5294.0,338.0
7441,29.0,92.0,184.0,1360.0,220.0,622.0,5493.0,355.0
7442,30.0,92.0,183.0,1338.0,217.0,616.0,5438.0,352.0
7443,30.0,93.0,186.0,1331.0,218.0,615.0,5407.0,353.0
7444,29.0,93.0,189.0,1354.0,219.0,616.0,5455.0,357.0
7445,27.0,92.0,187.0,1322.0,212.0,600.0,5330.0,350.0
7446,28.0,98.0,202.0,1395.0,225.0,629.0,5502.0,376.0
7447,28.0,97.0,202.0,1391.0,225.0,632.0,5499.0,375.0
7448,28.0,97.0,203.0,1400.0,226.0,634.0,5518.0,376.0
7449,28.0,93.0,193.0,1355.0,216.0,615.0,5381.0,363.0
7450,26.0,88.0,182.0,1300.0,199.0,577.0,5236.0,346.0
7451,26.0,94.0,191.0,1352.0,208.0,601.0,5429.0,360.0
7452,26.0,94.0,195.0,1374.0,210.0,608.0,5452.0,363.0
7453,26.0,93.0,195.0,1374.0,210.0,605.0,5469.0,365.0
7454,26.0,93.0,196.0,1376.0,211.0,607.0,5493.0,366.0
7455,25.0,90.0,186.0,1337.0,205.0,582.0,5387.0,363.0
7456,25.0,90.0,186.0,1334.0,204.0,582.0,5381.0,362.0
7457,25.0,87.0,184.0,1314.0,203.0,572.0,5233.0,355.0
7458,24.0,87.0,186.0,1324.0,206.0,573.0,5248.0,356.0
7459,24.0,87.0,186.0,1322.0,207.0,574.0,5248.0,356.0
7460,24.0,85.0,175.0,1297.0,203.0,561.0,5127.0,352.0
7461,24.0,80.0,182.0,1337.0,199.0,571.0,5166.0,352.0
7462,24.0,80.0,183.0,1355.0,198.0,571.0,5163.0,356.0
7463,24.0,84.0,187.0,1384.0,201.0,583.0,5262.0,359.0
7464,24.0,85.0,187.0,1399.0,202.0,590.0,5331.0,364.0
7465,24.0,85.0,187.0,1396.0,200.0,588.0,5298.0,364.0
7466,24.0,85.0,191.0,1423.0,201.0,592.0,5385.0,368.0
7467,24.0,84.0,190.0,1413.0,200.0,589.0,5306.0,366.0
7468,24.0,84.0,193.0,1427.0,201.0,593.0,5342.0,366.0
7469,23.0,82.0,194.0,1451.0,206.0,601.0,5403.0,369.0
7470,23.0,82.0,194.0,1436.0,205.0,597.0,5363.0,364.0
7471,24.0,87.0,209.0,1526.0,224.0,633.0,5572.0,385.0
7472,24.0,85.0,208.0,1517.0,222.0,630.0,5557.0,384.0
7473,24.0,85.0,216.0,1568.0,232.0,650.0,5683.0,402.0
7474,24.0,85.0,213.0,1566.0,232.0,648.0,5675.0,401.0
7475,24.0,84.0,214.0,1554.0,232.0,647.0,5644.0,402.0
7476,25.0,84.0,216.0,1567.0,233.0,648.0,5686.0,405.0
7477,25.0,83.0,216.0,1555.0,233.0,643.0,5653.0,401.0
7478,23.0,82.0,215.0,1544.0,229.0,633.0,5597.0,397.0
7479,24.0,85.0,221.0,1577.0,238.0,649.0,5724.0,403.0
7480,24.0,84.0,219.0,1551.0,236.0,637.0,5686.0,397.0
7481,27.0,94.0,237.0,1636.0,258.0,677.0,5904.0,415.0
7482,26.0,95.0,235.0,1639.0,259.0,679.0,5879.0,415.0
7483,26.0,95.0,235.0,1633.0,257.0,674.0,5830.0,415.0
7484,26.0,94.0,233.0,1616.0,257.0,664.0,5760.0,411.0
7485,26.0,94.0,230.0,1616.0,255.0,667.0,5755.0,411.0
7486,27.0,98.0,246.0,1687.0,270.0,709.0,5908.0,427.0
7487,27.0,99.0,247.0,1698.0,272.0,711.0,5944.0,429.0
7488,25.0,96.0,238.0,1660.0,269.0,688.0,5797.0,418.0
7489,25.0,96.0,236.0,1649.0,267.0,687.0,5756.0,417.0
7490,22.0,95.0,224.0,1650.0,253.0,683.0,5760.0,411.0
7491,22.0,90.0,221.0,1658.0,255.0,684.0,5757.0,409.0
7492,23.0,96.0,231.0,1746.0,271.0,729.0,5937.0,434.0
7493,23.0,96.0,232.0,1744.0,271.0,729.0,5929.0,434.0
7494,20.0,93.0,230.0,1712.0,265.0,719.0,5820.0,427.0
7495,19.0,92.0,220.0,1665.0,261.0,704.0,5703.0,411.0
7496,18.0,85.0,213.0,1594.0,251.0,659.0,5562.0,395.0
7497,18.0,85.0,216.0,1615.0,256.0,676.0,5659.0,398.0
7498,18.0,88.0,216.0,1622.0,256.0,675.0,5690.0,396.0
7499,19.0,90.0,226.0,1677.0,262.0,691.0,5776.0,413.0
7500,19.0,87.0,225.0,1630.0,258.0,678.0,5611.0,399.0
7501,18.0,86.0,218.0,1607.0,252.0,659.0,5523.0,388.0
7502,17.0,86.0,219.0,1615.0,254.0,663.0,5582.0,392.0
7503,17.0,87.0,219.0,1616.0,255.0,665.0,5606.0,393.0
7504,18.0,89.0,223.0,1634.0,257.0,676.0,5720.0,400.0
7505,18.0,89.0,223.0,1632.0,257.0,674.0,5710.0,399.0
7506,18.0,88.0,222.0,1625.0,255.0,671.0,5673.0,396.0
7507,18.0,88.0,223.0,1645.0,256.0,672.0,5716.0,402.0
7508,18.0,88.0,221.0,1649.0,255.0,670.0,5673.0,405.0
7509,19.0,90.0,223.0,1655.0,257.0,674.0,5698.0,407.0
7510,19.0,89.0,220.0,1686.0,253.0,674.0,5684.0,414.0
7511,18.0,88.0,219.0,1671.0,253.0,670.0,5613.0,409.0
7512,18.0,90.0,219.0,1678.0,251.0,674.0,5712.0,410.0
7513,18.0,91.0,218.0,1675.0,248.0,671.0,5675.0,409.0
7514,19.0,93.0,220.0,1697.0,249.0,676.0,5758.0,415.0
7515,19.0,88.0,207.0,1649.0,234.0,648.0,5613.0,403.0
7516,18.0,88.0,208.0,1654.0,234.0,656.0,5693.0,403.0
7517,18.0,90.0,211.0,1692.0,243.0,679.0,5735.0,415.0
7518,19.0,94.0,211.0,1709.0,245.0,681.0,5752.0,420.0
7519,27.0,104.0,229.0,1822.0,264.0,726.0,5906.0,463.0
7520,26.0,101.0,217.0,1784.0,256.0,706.0,5835.0,453.0
7521,26.0,101.0,217.0,1785.0,257.0,704.0,5836.0,454.0
7522,26.0,104.0,217.0,1799.0,261.0,710.0,5877.0,455.0
7523,26.0,104.0,217.0,1811.0,261.0,713.0,5866.0,460.0
7524,26.0,104.0,217.0,1807.0,262.0,713.0,5865.0,460.0
7525,26.0,98.0,218.0,1843.0,264.0,733.0,5884.0,462.0
7526,26.0,97.0,213.0,1821.0,261.0,721.0,5822.0,457.0
7527,26.0,97.0,214.0,1824.0,261.0,720.0,5818.0,456.0
7528,27.0,102.0,223.0,1876.0,264.0,743.0,5898.0,481.0
7529,32.0,107.0,259.0,1999.0,277.0,795.0,6007.0,532.0
7530,32.0,107.0,263.0,2004.0,279.0,804.0,6052.0,535.0
7531,32.0,108.0,263.0,2009.0,277.0,802.0,6037.0,537.0
7532,32.0,108.0,263.0,2010.0,277.0,801.0,6036.0,537.0
7533,32.0,108.0,266.0,2016.0,277.0,803.0,6045.0,538.0
7534,32.0,102.0,255.0,1954.0,273.0,772.0,5900.0,515.0
7535,32.0,103.0,257.0,1948.0,275.0,771.0,5913.0,519.0
7536,32.0,105.0,256.0,1966.0,278.0,780.0,5977.0,520.0
7537,32.0,106.0,253.0,1953.0,277.0,778.0,5963.0,523.0
7538,32.0,106.0,253.0,1938.0,273.0,773.0,5885.0,520.0
7539,32.0,108.0,252.0,1931.0,274.0,773.0,5864.0,517.0
7540,32.0,107.0,247.0,1908.0,272.0,766.0,5769.0,513.0
7541,32.0,107.0,247.0,1917.0,272.0,768.0,5802.0,514.0
7542,32.0,107.0,244.0,1905.0,272.0,769.0,5778.0,514.0
7543,32.0,107.0,242.0,1888.0,266.0,759.0,5702.0,511.0
7544,32.0,106.0,237.0,1853.0,262.0,754.0,5611.0,506.0
7545,34.0,107.0,230.0,1793.0,249.0,730.0,5440.0,495.0
7546,34.0,105.0,233.0,1818.0,256.0,742.0,5495.0,501.0
7547,34.0,105.0,233.0,1819.0,257.0,744.0,5513.0,502.0
7548,34.0,105.0,232.0,1820.0,257.0,744.0,5505.0,502.0
7549,34.0,106.0,231.0,1821.0,257.0,745.0,5524.0,502.0
7550,34.0,110.0,231.0,1826.0,259.0,751.0,5588.0,501.0
7551,34.0,111.0,232.0,1842.0,262.0,762.0,5709.0,503.0
7552,34.0,111.0,232.0,1843.0,263.0,762.0,5715.0,503.0
7553,34.0,116.0,238.0,1963.0,272.0,818.0,6168.0,518.0
7554,32.0,115.0,215.0,1865.0,247.0,817.0,6092.0,492.0
7555,30.0,113.0,211.0,1866.0,246.0,817.0,6135.0,482.0
7556,30.0,115.0,211.0,1881.0,247.0,827.0,6236.0,484.0
7557,30.0,121.0,219.0,1951.0,259.0,853.0,6501.0,497.0
7558,30.0,121.0,221.0,1970.0,263.0,864.0,6591.0,498.0
7559,31.0,121.0,222.0,1964.0,262.0,862.0,6559.0,499.0
7560,31.0,118.0,210.0,1907.0,251.0,830.0,6434.0,488.0
7561,31.0,119.0,210.0,1905.0,250.0,830.0,6445.0,487.0
7562,31.0,119.0,211.0,1901.0,251.0,832.0,6494.0,487.0
7563,31.0,123.0,216.0,1918.0,255.0,836.0,6575.0,491.0
7564,30.0,120.0,211.0,1848.0,252.0,808.0,6500.0,463.0
7565,30.0,119.0,210.0,1825.0,250.0,801.0,6503.0,458.0
7566,30.0,118.0,201.0,1750.0,236.0,764.0,6347.0,438.0
7567,30.0,117.0,201.0,1751.0,236.0,766.0,6390.0,440.0
7568,30.0,117.0,200.0,1755.0,236.0,768.0,6393.0,442.0
7569,30.0,119.0,199.0,1752.0,234.0,767.0,6529.0,442.0
7570,30.0,119.0,199.0,1745.0,230.0,766.0,6485.0,442.0
7571,30.0,118.0,197.0,1725.0,229.0,753.0,6397.0,440.0
7572,30.0,117.0,197.0,1723.0,228.0,752.0,6360.0,440.0
7573,28.0,115.0,188.0,1688.0,223.0,744.0,6291.0,422.0
7574,28.0,117.0,199.0,1758.0,234.0,768.0,6464.0,437.0
7575,28.0,115.0,201.0,1755.0,234.0,768.0,6452.0,435.0
7576,28.0,114.0,201.0,1753.0,233.0,766.0,6421.0,433.0
7577,28.0,114.0,201.0,1753.0,231.0,765.0,6415.0,432.0
7578,27.0,111.0,196.0,1730.0,226.0,754.0,6323.0,427.0
7579,27.0,112.0,197.0,1742.0,229.0,760.0,6386.0,429.0
7580,26.0,113.0,198.0,1747.0,228.0,760.0,6407.0,430.0
7581,26.0,112.0,197.0,1727.0,229.0,756.0,6416.0,425.0
7582,26.0,108.0,197.0,1707.0,227.0,750.0,6388.0,416.0
7583,25.0,108.0,196.0,1653.0,223.0,729.0,6330.0,395.0
7584,26.0,110.0,210.0,1710.0,235.0,754.0,6501.0,414.0
7585,26.0,110.0,210.0,1711.0,235.0,754.0,6515.0,414.0
7586,26.0,110.0,211.0,1710.0,235.0,752.0,6498.0,415.0
7587,26.0,110.0,211.0,1712.0,236.0,753.0,6502.0,414.0
7588,25.0,110.0,212.0,1710.0,236.0,761.0,6541.0,410.0
7589,25.0,110.0,214.0,1717.0,238.0,764.0,6584.0,410.0
7590,25.0,110.0,213.0,1711.0,238.0,760.0,6526.0,411.0
7591,25.0,107.0,209.0,1660.0,231.0,737.0,6425.0,399.0
7592,23.0,102.0,208.0,1594.0,227.0,719.0,6283.0,381.0
7593,14.0,88.0,183.0,1471.0,204.0,661.0,6158.0,329.0
7594,14.0,98.0,203.0,1592.0,230.0,725.0,6404.0,359.0
7595,13.0,98.0,202.0,1593.0,228.0,725.0,6389.0,358.0
7596,13.0,95.0,203.0,1565.0,227.0,717.0,6322.0,356.0
7597,12.0,95.0,201.0,1536.0,226.0,709.0,6264.0,346.0
7598,12.0,95.0,197.0,1517.0,225.0,703.0,6255.0,338.0
7599,12.0,93.0,193.0,1466.0,217.0,668.0,6121.0,332.0
7600,12.0,93.0,193.0,1467.0,217.0,668.0,6135.0,333.0
7601,12.0,96.0,198.0,1516.0,225.0,689.0,6268.0,337.0
7602,11.0,91.0,191.0,1477.0,221.0,675.0,6256.0,310.0
7603,4.0,74.0,150.0,1315.0,197.0,603.0,6026.0,237.0
7604,4.0,73.0,146.0,1305.0,196.0,598.0,5966.0,233.0
7605,4.0,71.0,144.0,1289.0,194.0,588.0,5888.0,232.0
7606,5.0,71.0,145.0,1300.0,196.0,599.0,5967.0,233.0
7607,5.0,70.0,145.0,1316.0,202.0,604.0,6043.0,236.0
7608,5.0,70.0,146.0,1321.0,202.0,606.0,6081.0,237.0
7609,5.0,71.0,144.0,1305.0,200.0,598.0,6038.0,234.0
7610,5.0,65.0,139.0,1193.0,186.0,547.0,5722.0,215.0
7611,5.0,67.0,147.0,1229.0,195.0,564.0,5832.0,224.0
7612,5.0,67.0,147.0,1214.0,193.0,553.0,5805.0,221.0
7613,5.0,67.0,147.0,1207.0,193.0,548.0,5775.0,220.0
7614,5.0,69.0,149.0,1238.0,197.0,559.0,5905.0,224.0
7615,5.0,69.0,149.0,1249.0,204.0,562.0,5966.0,224.0
7616,5.0,70.0,151.0,1278.0,208.0,569.0,6069.0,228.0
7617,5.0,70.0,151.0,1277.0,208.0,567.0,6080.0,228.0
7618,5.0,67.0,151.0,1266.0,207.0,561.0,6052.0,229.0
7619,4.0,62.0,141.0,1179.0,191.0,474.0,5755.0,212.0
7620,4.0,63.0,139.0,1176.0,187.0,467.0,5762.0,213.0
7621,6.0,75.0,161.0,1282.0,211.0,535.0,5960.0,247.0
7622,6.0,81.0,166.0,1328.0,217.0,555.0,6214.0,250.0
7623,6.0,82.0,171.0,1350.0,222.0,565.0,6255.0,256.0
7624,6.0,83.0,171.0,1349.0,224.0,563.0,6243.0,257.0
7625,6.0,81.0,174.0,1339.0,221.0,562.0,6214.0,256.0
7626,7.0,81.0,176.0,1346.0,222.0,563.0,6217.0,260.0
7627,8.0,81.0,174.0,1346.0,222.0,564.0,6231.0,260.0
7628,8.0,83.0,178.0,1365.0,227.0,571.0,6290.0,260.0
7629,8.0,81.0,173.0,1321.0,218.0,546.0,6238.0,255.0
7630,8.0,79.0,174.0,1319.0,212.0,542.0,6087.0,255.0
7631,8.0,79.0,174.0,1317.0,212.0,542.0,6042.0,256.0
7632,8.0,79.0,172.0,1297.0,208.0,530.0,5949.0,251.0
7633,7.0,79.0,171.0,1298.0,209.0,530.0,5913.0,250.0
7634,8.0,79.0,173.0,1299.0,208.0,532.0,5986.0,249.0
7635,8.0,78.0,168.0,1295.0,209.0,543.0,5908.0,245.0
7636,8.0,78.0,168.0,1294.0,207.0,544.0,5893.0,245.0
7637,8.0,74.0,168.0,1286.0,202.0,538.0,5847.0,245.0
7638,8.0,79.0,177.0,1344.0,215.0,567.0,5890.0,254.0
7639,8.0,79.0,177.0,1365.0,216.0,573.0,5957.0,255.0
7640,8.0,85.0,193.0,1433.0,232.0,616.0,6041.0,269.0
7641,8.0,85.0,193.0,1437.0,232.0,619.0,5898.0,269.0
7642,8.0,85.0,197.0,1458.0,235.0,628.0,5779.0,271.0
7643,8.0,84.0,198.0,1476.0,241.0,639.0,5907.0,278.0
7644,8.0,87.0,202.0,1504.0,244.0,653.0,6268.0,281.0
7645,8.0,86.0,203.0,1507.0,244.0,655.0,6273.0,283.0
7646,8.0,91.0,205.0,1547.0,250.0,673.0,6465.0,288.0
7647,8.0,88.0,200.0,1509.0,241.0,661.0,6471.0,283.0
7648,8.0,88.0,189.0,1469.0,236.0,640.0,6458.0,270.0
7649,8.0,89.0,189.0,1478.0,236.0,644.0,6510.0,273.0
7650,8.0,90.0,190.0,1472.0,235.0,639.0,6535.0,271.0
7651,8.0,90.0,190.0,1465.0,232.0,638.0,6469.0,269.0
7652,8.0,90.0,189.0,1474.0,233.0,640.0,6498.0,270.0
7653,8.0,90.0,191.0,1473.0,233.0,640.0,6476.0,266.0
7654,8.0,92.0,194.0,1484.0,235.0,646.0,6524.0,269.0
7655,8.0,92.0,194.0,1478.0,233.0,645.0,6412.0,268.0
7656,8.0,94.0,198.0,1506.0,237.0,657.0,6447.0,269.0
7657,9.0,93.0,194.0,1491.0,236.0,657.0,6370.0,270.0
7658,9.0,93.0,185.0,1467.0,230.0,649.0,6304.0,256.0
7659,9.0,93.0,185.0,1468.0,231.0,650.0,6299.0,256.0
7660,9.0,94.0,185.0,1473.0,231.0,652.0,6308.0,255.0
7661,9.0,94.0,186.0,1483.0,235.0,652.0,6357.0,256.0
7662,9.0,94.0,186.0,1465.0,234.0,644.0,6299.0,255.0
7663,9.0,95.0,186.0,1458.0,235.0,645.0,6286.0,254.0
7664,9.0,95.0,186.0,1465.0,235.0,645.0,6308.0,254.0
7665,9.0,95.0,186.0,1470.0,235.0,647.0,6345.0,255.0
7666,10.0,98.0,198.0,1523.0,242.0,662.0,6498.0,265.0
7667,10.0,98.0,197.0,1513.0,241.0,661.0,6468.0,265.0
7668,10.0,95.0,181.0,1413.0,222.0,605.0,6300.0,236.0
7669,10.0,95.0,181.0,1412.0,223.0,603.0,6295.0,236.0
7670,10.0,95.0,179.0,1411.0,222.0,604.0,6285.0,236.0
7671,10.0,96.0,183.0,1441.0,224.0,620.0,6393.0,246.0
7672,10.0,95.0,182.0,1433.0,224.0,619.0,6382.0,248.0
7673,9.0,94.0,182.0,1437.0,228.0,621.0,6414.0,249.0
7674,9.0,92.0,176.0,1407.0,221.0,604.0,6363.0,247.0
7675,9.0,92.0,172.0,1379.0,213.0,587.0,6205.0,240.0
7676,10.0,94.0,178.0,1400.0,213.0,599.0,6315.0,241.0
7677,10.0,94.0,179.0,1411.0,216.0,605.0,6365.0,243.0
7678,10.0,94.0,180.0,1412.0,216.0,605.0,6371.0,243.0
7679,10.0,94.0,182.0,1437.0,217.0,609.0,6462.0,252.0
7680,9.0,94.0,180.0,1412.0,212.0,605.0,6366.0,253.0
7681,9.0,95.0,182.0,1426.0,212.0,608.0,6405.0,254.0
7682,9.0,95.0,180.0,1419.0,212.0,605.0,6376.0,254.0
7683,9.0,92.0,180.0,1419.0,210.0,602.0,6358.0,253.0
7684,9.0,93.0,181.0,1432.0,210.0,606.0,6442.0,254.0
7685,9.0,93.0,182.0,1427.0,203.0,599.0,6479.0,250.0
7686,9.0,93.0,181.0,1425.0,203.0,599.0,6471.0,250.0
7687,9.0,93.0,181.0,1417.0,200.0,600.0,6443.0,251.0
7688,9.0,92.0,179.0,1391.0,194.0,589.0,6327.0,246.0
7689,9.0,92.0,180.0,1408.0,197.0,595.0,6426.0,250.0
7690,9.0,91.0,179.0,1377.0,193.0,587.0,6321.0,245.0
7691,9.0,91.0,179.0,1380.0,193.0,589.0,6350.0,245.0
7692,9.0,93.0,181.0,1397.0,195.0,593.0,6414.0,246.0
7693,9.0,92.0,179.0,1382.0,194.0,587.0,6351.0,247.0
7694,9.0,80.0,158.0,1263.0,172.0,518.0,5949.0,211.0
7695,8.0,88.0,172.0,1370.0,204.0,587.0,6120.0,244.0
7696,8.0,92.0,191.0,1440.0,218.0,623.0,6202.0,266.0
7697,8.0,90.0,187.0,1403.0,212.0,611.0,6127.0,262.0
7698,8.0,90.0,187.0,1433.0,213.0,624.0,6162.0,262.0
7699,8.0,90.0,183.0,1434.0,212.0,621.0,6131.0,261.0
7700,9.0,94.0,183.0,1456.0,217.0,637.0,6126.0,266.0
7701,8.0,93.0,182.0,1445.0,217.0,636.0,5999.0,265.0
7702,8.0,91.0,178.0,1428.0,214.0,626.0,5694.0,264.0
7703,8.0,91.0,178.0,1428.0,214.0,629.0,5961.0,264.0
7704,8.0,84.0,166.0,1335.0,197.0,585.0,5951.0,243.0
7705,10.0,92.0,181.0,1443.0,229.0,657.0,6162.0,268.0
7706,10.0,105.0,216.0,1567.0,262.0,729.0,6378.0,309.0
7707,10.0,106.0,219.0,1577.0,264.0,733.0,6435.0,311.0
7708,8.0,103.0,207.0,1484.0,256.0,698.0,6164.0,301.0
7709,8.0,102.0,206.0,1467.0,250.0,678.0,6067.0,298.0
7710,8.0,102.0,205.0,1467.0,250.0,677.0,6058.0,297.0
7711,8.0,106.0,212.0,1516.0,259.0,700.0,6298.0,311.0
7712,8.0,106.0,215.0,1520.0,260.0,703.0,6381.0,311.0
7713,8.0,113.0,231.0,1627.0,273.0,746.0,6770.0,317.0
7714,8.0,106.0,218.0,1575.0,255.0,717.0,6772.0,300.0
7715,8.0,106.0,216.0,1568.0,256.0,711.0,6739.0,297.0
7716,8.0,106.0,222.0,1590.0,260.0,716.0,6708.0,303.0
7717,8.0,104.0,220.0,1564.0,251.0,704.0,6582.0,293.0
7718,8.0,104.0,216.0,1527.0,248.0,692.0,6449.0,288.0
