,E6qgW7,jQNpYD,dgZP3L,FAvEvi,QPbjvy,zhrVRY
8206,338.0,2812.0,51.0,13.0,136.0,45.0
8207,336.0,2743.0,49.0,13.0,132.0,46.0
8208,337.0,2770.0,50.0,13.0,133.0,46.0
8209,345.0,2855.0,53.0,13.0,138.0,46.0
8210,355.0,2922.0,58.0,13.0,138.0,48.0
8211,355.0,2952.0,58.0,13.0,137.0,48.0
8212,352.0,2924.0,57.0,12.0,136.0,47.0
8213,350.0,2893.0,57.0,12.0,134.0,45.0
8214,351.0,2895.0,57.0,12.0,134.0,45.0
8215,355.0,2927.0,57.0,12.0,132.0,46.0
8216,355.0,2914.0,57.0,12.0,133.0,46.0
8217,361.0,2950.0,57.0,12.0,136.0,46.0
8218,364.0,2989.0,58.0,12.0,144.0,45.0
8219,398.0,3121.0,64.0,19.0,160.0,62.0
8220,398.0,3120.0,64.0,18.0,159.0,62.0
8221,410.0,3205.0,72.0,18.0,168.0,65.0
8222,410.0,3197.0,72.0,18.0,168.0,65.0
8223,438.0,3313.0,75.0,30.0,193.0,75.0
8224,437.0,3299.0,75.0,34.0,206.0,82.0
8225,437.0,3320.0,75.0,34.0,205.0,81.0
8226,437.0,3313.0,75.0,34.0,205.0,81.0
8227,423.0,3208.0,73.0,34.0,195.0,80.0
8228,426.0,3233.0,74.0,34.0,195.0,82.0
8229,427.0,3243.0,75.0,34.0,197.0,83.0
8230,443.0,3383.0,77.0,34.0,204.0,86.0
8231,440.0,3401.0,77.0,34.0,205.0,88.0
8232,419.0,3314.0,73.0,33.0,199.0,88.0
8233,419.0,3318.0,73.0,33.0,199.0,88.0
8234,414.0,3251.0,73.0,33.0,197.0,88.0
8235,414.0,3236.0,72.0,33.0,196.0,88.0
8236,415.0,3256.0,72.0,33.0,195.0,90.0
8237,415.0,3258.0,73.0,33.0,196.0,90.0
8238,414.0,3252.0,73.0,33.0,196.0,90.0
8239,406.0,3204.0,72.0,33.0,193.0,90.0
8240,396.0,3138.0,71.0,33.0,190.0,88.0
8241,416.0,3214.0,73.0,33.0,198.0,92.0
8242,412.0,3164.0,73.0,33.0,195.0,88.0
8243,420.0,3180.0,73.0,34.0,195.0,88.0
8244,412.0,3116.0,71.0,32.0,195.0,87.0
8245,412.0,3119.0,71.0,32.0,195.0,87.0
8246,418.0,3132.0,71.0,32.0,195.0,87.0
8247,426.0,3181.0,70.0,32.0,196.0,88.0
8248,419.0,3122.0,69.0,31.0,193.0,86.0
8249,421.0,3109.0,68.0,31.0,192.0,87.0
8250,431.0,3114.0,69.0,31.0,194.0,89.0
8251,432.0,3123.0,69.0,31.0,194.0,90.0
8252,432.0,3151.0,69.0,32.0,196.0,90.0
8253,434.0,3175.0,69.0,32.0,198.0,90.0
8254,428.0,3121.0,68.0,32.0,196.0,88.0
8255,427.0,3090.0,69.0,32.0,195.0,89.0
8256,395.0,2961.0,61.0,31.0,185.0,83.0
8257,393.0,2961.0,62.0,31.0,186.0,83.0
8258,408.0,3009.0,65.0,32.0,187.0,84.0
8259,400.0,2979.0,64.0,32.0,182.0,83.0
8260,390.0,2924.0,63.0,32.0,178.0,81.0
8261,377.0,2851.0,61.0,32.0,176.0,80.0
8262,380.0,2849.0,62.0,32.0,174.0,80.0
8263,380.0,2854.0,62.0,32.0,175.0,81.0
8264,382.0,2871.0,62.0,32.0,177.0,81.0
8265,383.0,2852.0,60.0,32.0,177.0,80.0
8266,377.0,2796.0,56.0,32.0,175.0,80.0
8267,377.0,2816.0,56.0,32.0,177.0,80.0
8268,381.0,2830.0,56.0,32.0,177.0,81.0
8269,395.0,2902.0,58.0,33.0,182.0,84.0
8270,398.0,2917.0,56.0,32.0,187.0,85.0
8271,396.0,2908.0,56.0,32.0,187.0,85.0
8272,397.0,2947.0,55.0,32.0,189.0,83.0
8273,391.0,2929.0,56.0,32.0,182.0,81.0
8274,401.0,2991.0,57.0,32.0,188.0,81.0
8275,422.0,3083.0,61.0,32.0,192.0,84.0
8276,422.0,3075.0,61.0,32.0,193.0,84.0
8277,419.0,3050.0,61.0,32.0,194.0,84.0
8278,405.0,2985.0,60.0,30.0,191.0,83.0
8279,404.0,2956.0,60.0,30.0,191.0,84.0
8280,404.0,2956.0,60.0,30.0,191.0,84.0
8281,411.0,2980.0,61.0,30.0,192.0,82.0
8282,410.0,2944.0,60.0,30.0,192.0,82.0
8283,402.0,2875.0,57.0,30.0,188.0,82.0
8284,410.0,2939.0,62.0,21.0,175.0,73.0
8285,413.0,2970.0,62.0,22.0,179.0,74.0
8286,431.0,3050.0,66.0,22.0,187.0,74.0
8287,429.0,3021.0,65.0,22.0,186.0,74.0
8288,466.0,3116.0,75.0,22.0,198.0,78.0
8289,467.0,3111.0,75.0,22.0,198.0,78.0
8290,471.0,3138.0,75.0,22.0,197.0,79.0
8291,470.0,3135.0,75.0,22.0,197.0,79.0
8292,464.0,3071.0,74.0,21.0,194.0,79.0
8293,416.0,2876.0,66.0,12.0,171.0,60.0
8294,431.0,2931.0,67.0,13.0,172.0,60.0
8295,467.0,2974.0,67.0,15.0,169.0,59.0
8296,468.0,3012.0,67.0,16.0,169.0,59.0
8297,432.0,2863.0,64.0,12.0,159.0,56.0
8298,434.0,2890.0,65.0,12.0,159.0,56.0
8299,431.0,2856.0,65.0,12.0,158.0,56.0
8300,449.0,2888.0,66.0,12.0,162.0,56.0
8301,458.0,2925.0,66.0,12.0,163.0,57.0
8302,456.0,2901.0,66.0,12.0,162.0,55.0
8303,452.0,2849.0,65.0,12.0,160.0,54.0
8304,430.0,2692.0,63.0,12.0,151.0,50.0
8305,440.0,2687.0,63.0,13.0,151.0,49.0
8306,442.0,2689.0,63.0,13.0,152.0,49.0
8307,444.0,2677.0,63.0,13.0,151.0,50.0
8308,446.0,2705.0,63.0,13.0,151.0,50.0
8309,444.0,2687.0,63.0,13.0,150.0,49.0
8310,441.0,2668.0,62.0,13.0,150.0,48.0
8311,442.0,2667.0,61.0,13.0,150.0,48.0
8312,443.0,2678.0,61.0,13.0,153.0,49.0
8313,447.0,2736.0,61.0,14.0,156.0,50.0
8314,451.0,2752.0,60.0,14.0,154.0,54.0
8315,439.0,2667.0,57.0,14.0,147.0,51.0
8316,434.0,2642.0,57.0,14.0,145.0,50.0
8317,428.0,2630.0,57.0,13.0,146.0,50.0
8318,429.0,2653.0,58.0,13.0,147.0,52.0
8319,428.0,2644.0,58.0,13.0,147.0,52.0
8320,431.0,2660.0,58.0,14.0,148.0,52.0
8321,424.0,2612.0,58.0,14.0,144.0,51.0
8322,403.0,2497.0,53.0,12.0,135.0,46.0
8323,412.0,2557.0,54.0,12.0,140.0,46.0
8324,413.0,2565.0,55.0,12.0,142.0,48.0
8325,434.0,2721.0,59.0,12.0,149.0,49.0
8326,439.0,2759.0,60.0,12.0,150.0,50.0
8327,450.0,2791.0,62.0,12.0,150.0,50.0
8328,452.0,2800.0,62.0,12.0,150.0,50.0
8329,462.0,2861.0,65.0,12.0,155.0,50.0
8330,462.0,2867.0,65.0,12.0,155.0,49.0
8331,471.0,2899.0,64.0,12.0,154.0,50.0
8332,464.0,2906.0,65.0,11.0,152.0,52.0
8333,478.0,3020.0,67.0,11.0,155.0,53.0
8334,474.0,3019.0,68.0,11.0,155.0,52.0
8335,510.0,3124.0,71.0,11.0,164.0,55.0
8336,523.0,3177.0,72.0,11.0,165.0,56.0
8337,535.0,3238.0,72.0,11.0,169.0,56.0
8338,540.0,3293.0,74.0,11.0,170.0,57.0
8339,545.0,3339.0,74.0,12.0,170.0,57.0
8340,568.0,3444.0,77.0,12.0,175.0,62.0
8341,568.0,3424.0,77.0,12.0,173.0,62.0
8342,570.0,3455.0,77.0,12.0,176.0,60.0
8343,562.0,3431.0,75.0,11.0,173.0,58.0
8344,550.0,3331.0,74.0,11.0,163.0,57.0
8345,567.0,3406.0,74.0,11.0,168.0,58.0
8346,558.0,3338.0,72.0,11.0,163.0,58.0
8347,557.0,3330.0,72.0,11.0,163.0,58.0
8348,543.0,3268.0,71.0,11.0,160.0,58.0
8349,517.0,3159.0,66.0,11.0,152.0,53.0
8350,519.0,3193.0,66.0,11.0,153.0,54.0
8351,527.0,3242.0,66.0,11.0,154.0,56.0
8352,526.0,3238.0,66.0,11.0,154.0,56.0
8353,526.0,3237.0,67.0,11.0,154.0,55.0
8354,514.0,3187.0,66.0,11.0,149.0,54.0
8355,519.0,3229.0,66.0,11.0,152.0,54.0
8356,522.0,3240.0,66.0,11.0,153.0,54.0
8357,521.0,3215.0,65.0,11.0,153.0,54.0
8358,525.0,3162.0,59.0,11.0,152.0,54.0
8359,530.0,3185.0,61.0,11.0,153.0,56.0
8360,518.0,3123.0,57.0,11.0,147.0,56.0
8361,517.0,3120.0,57.0,11.0,147.0,56.0
8362,490.0,3012.0,47.0,11.0,135.0,51.0
8363,488.0,2980.0,47.0,11.0,134.0,51.0
8364,487.0,2974.0,48.0,11.0,135.0,51.0
8365,490.0,2993.0,49.0,11.0,136.0,52.0
8366,488.0,2990.0,50.0,12.0,135.0,52.0
8367,473.0,2955.0,50.0,10.0,131.0,51.0
8368,441.0,2836.0,46.0,9.0,123.0,51.0
8369,419.0,2765.0,43.0,8.0,116.0,47.0
8370,418.0,2747.0,43.0,7.0,116.0,47.0
8371,433.0,2825.0,45.0,7.0,122.0,48.0
8372,432.0,2804.0,45.0,7.0,122.0,48.0
8373,442.0,2865.0,48.0,7.0,130.0,48.0
8374,448.0,2880.0,51.0,7.0,131.0,49.0
8375,447.0,2868.0,51.0,7.0,130.0,48.0
8376,449.0,2853.0,51.0,8.0,131.0,48.0
8377,446.0,2861.0,51.0,8.0,131.0,48.0
8378,446.0,2889.0,52.0,8.0,133.0,48.0
8379,446.0,2883.0,52.0,7.0,134.0,49.0
8380,439.0,2836.0,51.0,7.0,132.0,49.0
8381,443.0,2865.0,52.0,8.0,135.0,50.0
8382,444.0,2887.0,52.0,8.0,137.0,50.0
8383,446.0,2890.0,53.0,8.0,137.0,50.0
8384,447.0,2901.0,53.0,8.0,138.0,50.0
8385,448.0,2908.0,54.0,7.0,137.0,50.0
8386,446.0,2870.0,54.0,7.0,134.0,48.0
8387,435.0,2816.0,53.0,7.0,134.0,43.0
8388,439.0,2850.0,53.0,7.0,134.0,45.0
8389,452.0,2902.0,53.0,8.0,140.0,48.0
8390,471.0,3005.0,57.0,8.0,146.0,49.0
8391,476.0,3043.0,58.0,8.0,146.0,50.0
8392,481.0,3026.0,58.0,8.0,146.0,48.0
8393,486.0,3045.0,59.0,7.0,149.0,48.0
8394,497.0,3073.0,59.0,8.0,152.0,49.0
8395,517.0,3164.0,62.0,10.0,160.0,50.0
8396,528.0,3204.0,62.0,10.0,162.0,50.0
8397,537.0,3233.0,68.0,12.0,170.0,52.0
8398,542.0,3244.0,71.0,12.0,171.0,51.0
8399,530.0,3120.0,68.0,11.0,165.0,50.0
8400,522.0,3074.0,67.0,11.0,164.0,49.0
8401,548.0,3114.0,69.0,12.0,168.0,49.0
8402,544.0,3072.0,68.0,12.0,165.0,48.0
8403,549.0,3082.0,65.0,12.0,168.0,48.0
8404,550.0,3128.0,70.0,12.0,170.0,49.0
8405,542.0,3060.0,67.0,12.0,169.0,47.0
8406,543.0,3058.0,66.0,12.0,167.0,45.0
8407,554.0,3168.0,82.0,13.0,171.0,48.0
8408,553.0,3118.0,81.0,13.0,169.0,49.0
8409,529.0,3029.0,79.0,13.0,165.0,46.0
8410,503.0,2942.0,77.0,14.0,162.0,46.0
8411,509.0,2948.0,76.0,14.0,161.0,45.0
8412,504.0,2915.0,76.0,14.0,159.0,45.0
8413,492.0,2881.0,76.0,14.0,154.0,43.0
8414,492.0,2850.0,76.0,14.0,154.0,43.0
8415,493.0,2849.0,76.0,14.0,153.0,44.0
8416,493.0,2877.0,77.0,14.0,154.0,44.0
8417,487.0,2822.0,77.0,14.0,153.0,43.0
8418,486.0,2811.0,76.0,14.0,153.0,43.0
8419,470.0,2748.0,76.0,14.0,148.0,42.0
8420,472.0,2771.0,77.0,14.0,150.0,42.0
8421,473.0,2785.0,78.0,15.0,150.0,43.0
8422,475.0,2785.0,78.0,15.0,148.0,43.0
8423,476.0,2790.0,78.0,15.0,148.0,43.0
8424,470.0,2779.0,80.0,16.0,152.0,44.0
8425,469.0,2822.0,80.0,16.0,153.0,45.0
8426,474.0,2864.0,82.0,16.0,154.0,45.0
8427,473.0,2856.0,80.0,16.0,155.0,45.0
8428,469.0,2841.0,80.0,16.0,154.0,45.0
8429,460.0,2795.0,79.0,16.0,152.0,46.0
8430,460.0,2796.0,80.0,16.0,151.0,47.0
8431,461.0,2820.0,80.0,16.0,152.0,47.0
8432,451.0,2804.0,79.0,16.0,147.0,46.0
8433,442.0,2763.0,77.0,15.0,143.0,43.0
8434,439.0,2751.0,77.0,15.0,142.0,43.0
8435,500.0,2961.0,102.0,16.0,170.0,58.0
8436,503.0,2986.0,104.0,16.0,172.0,60.0
8437,512.0,3099.0,110.0,18.0,177.0,64.0
8438,516.0,3106.0,109.0,18.0,177.0,64.0
8439,510.0,3086.0,108.0,18.0,176.0,63.0
8440,526.0,3162.0,109.0,17.0,177.0,65.0
8441,525.0,3142.0,109.0,17.0,176.0,65.0
8442,531.0,3183.0,109.0,17.0,179.0,65.0
8443,531.0,3195.0,109.0,17.0,179.0,66.0
8444,528.0,3194.0,108.0,17.0,179.0,66.0
8445,534.0,3247.0,113.0,18.0,181.0,68.0
8446,540.0,3287.0,113.0,18.0,185.0,70.0
8447,530.0,3252.0,112.0,18.0,183.0,70.0
8448,529.0,3240.0,113.0,18.0,183.0,70.0
8449,530.0,3261.0,113.0,18.0,184.0,70.0
8450,531.0,3260.0,112.0,18.0,183.0,70.0
8451,561.0,3404.0,126.0,19.0,193.0,75.0
8452,563.0,3454.0,127.0,20.0,193.0,75.0
8453,557.0,3444.0,127.0,20.0,190.0,75.0
8454,560.0,3466.0,127.0,20.0,190.0,75.0
8455,546.0,3408.0,127.0,19.0,185.0,74.0
8456,575.0,3494.0,134.0,19.0,191.0,77.0
8457,575.0,3504.0,135.0,19.0,190.0,77.0
8458,581.0,3530.0,136.0,20.0,190.0,77.0
8459,577.0,3507.0,136.0,20.0,188.0,77.0
8460,584.0,3547.0,138.0,20.0,190.0,79.0
8461,595.0,3614.0,141.0,22.0,196.0,81.0
8462,595.0,3634.0,141.0,22.0,199.0,79.0
8463,580.0,3569.0,141.0,21.0,194.0,76.0
8464,568.0,3483.0,137.0,21.0,188.0,76.0
8465,564.0,3462.0,138.0,21.0,187.0,75.0
8466,581.0,3555.0,144.0,23.0,197.0,76.0
8467,570.0,3497.0,143.0,23.0,193.0,76.0
8468,575.0,3505.0,143.0,23.0,193.0,77.0
8469,545.0,3410.0,140.0,22.0,183.0,75.0
8470,552.0,3461.0,144.0,22.0,191.0,76.0
8471,530.0,3410.0,138.0,20.0,183.0,75.0
8472,528.0,3387.0,135.0,20.0,182.0,75.0
8473,528.0,3388.0,135.0,20.0,183.0,76.0
8474,531.0,3396.0,135.0,20.0,185.0,76.0
8475,528.0,3392.0,135.0,20.0,184.0,76.0
8476,537.0,3431.0,135.0,20.0,185.0,76.0
8477,529.0,3373.0,130.0,20.0,182.0,74.0
8478,522.0,3272.0,122.0,20.0,179.0,73.0
8479,513.0,3223.0,119.0,20.0,177.0,74.0
8480,489.0,3065.0,112.0,18.0,168.0,70.0
8481,491.0,3074.0,112.0,18.0,168.0,71.0
8482,479.0,3003.0,112.0,17.0,163.0,68.0
8483,477.0,2967.0,112.0,17.0,162.0,67.0
8484,479.0,2953.0,112.0,17.0,162.0,67.0
8485,465.0,2911.0,112.0,17.0,163.0,68.0
8486,457.0,2838.0,109.0,16.0,159.0,65.0
8487,457.0,2839.0,109.0,16.0,159.0,65.0
8488,457.0,2812.0,109.0,16.0,159.0,64.0
8489,456.0,2792.0,109.0,16.0,157.0,64.0
8490,458.0,2841.0,112.0,17.0,157.0,64.0
8491,460.0,2853.0,114.0,17.0,156.0,64.0
8492,460.0,2850.0,115.0,17.0,156.0,64.0
8493,461.0,2855.0,115.0,17.0,157.0,64.0
8494,458.0,2829.0,113.0,16.0,157.0,63.0
8495,455.0,2819.0,113.0,16.0,157.0,63.0
8496,453.0,2803.0,113.0,16.0,157.0,63.0
8497,455.0,2818.0,114.0,16.0,160.0,63.0
8498,452.0,2802.0,113.0,16.0,163.0,61.0
8499,443.0,2749.0,117.0,16.0,164.0,59.0
8500,450.0,2766.0,120.0,18.0,171.0,60.0
8501,450.0,2762.0,120.0,18.0,171.0,60.0
8502,462.0,2797.0,121.0,19.0,174.0,60.0
8503,460.0,2778.0,121.0,19.0,172.0,59.0
8504,464.0,2799.0,119.0,19.0,173.0,59.0
8505,491.0,2913.0,123.0,20.0,181.0,62.0
8506,489.0,2891.0,123.0,20.0,183.0,62.0
8507,493.0,2901.0,123.0,20.0,185.0,62.0
8508,493.0,2895.0,124.0,20.0,185.0,62.0
8509,408.0,2644.0,95.0,18.0,151.0,46.0
8510,427.0,2717.0,101.0,19.0,158.0,47.0
8511,414.0,2611.0,94.0,17.0,151.0,43.0
8512,410.0,2615.0,94.0,17.0,150.0,43.0
8513,410.0,2605.0,94.0,17.0,150.0,43.0
8514,389.0,2521.0,92.0,18.0,146.0,42.0
8515,424.0,2629.0,98.0,19.0,152.0,45.0
8516,427.0,2647.0,99.0,19.0,152.0,49.0
8517,426.0,2648.0,100.0,19.0,152.0,48.0
8518,421.0,2604.0,100.0,19.0,149.0,47.0
8519,397.0,2486.0,94.0,18.0,142.0,44.0
8520,409.0,2535.0,97.0,18.0,142.0,45.0
8521,432.0,2625.0,99.0,21.0,150.0,49.0
8522,445.0,2686.0,102.0,21.0,150.0,50.0
8523,449.0,2691.0,103.0,21.0,149.0,50.0
8524,413.0,2527.0,89.0,20.0,139.0,43.0
8525,412.0,2467.0,88.0,19.0,139.0,43.0
8526,444.0,2558.0,92.0,19.0,148.0,47.0
8527,453.0,2613.0,93.0,19.0,152.0,48.0
8528,452.0,2599.0,93.0,19.0,153.0,48.0
8529,454.0,2600.0,93.0,19.0,153.0,48.0
8530,416.0,2474.0,85.0,19.0,145.0,45.0
8531,456.0,2597.0,92.0,20.0,162.0,51.0
8532,456.0,2598.0,93.0,20.0,164.0,52.0
8533,459.0,2626.0,93.0,20.0,164.0,53.0
8534,460.0,2621.0,94.0,20.0,165.0,53.0
8535,445.0,2527.0,90.0,18.0,157.0,50.0
8536,451.0,2554.0,90.0,18.0,160.0,50.0
8537,451.0,2553.0,90.0,18.0,160.0,50.0
8538,452.0,2564.0,90.0,18.0,160.0,50.0
8539,450.0,2568.0,90.0,18.0,160.0,50.0
8540,441.0,2515.0,87.0,16.0,152.0,49.0
8541,446.0,2548.0,88.0,16.0,152.0,49.0
8542,436.0,2445.0,84.0,15.0,145.0,46.0
8543,436.0,2445.0,84.0,15.0,144.0,46.0
8544,442.0,2480.0,84.0,15.0,145.0,48.0
8545,438.0,2435.0,82.0,15.0,142.0,47.0
8546,441.0,2456.0,82.0,15.0,143.0,47.0
8547,437.0,2440.0,82.0,15.0,141.0,46.0
8548,435.0,2428.0,82.0,15.0,138.0,46.0
8549,422.0,2374.0,79.0,14.0,140.0,46.0
8550,422.0,2378.0,81.0,14.0,139.0,48.0
8551,414.0,2360.0,81.0,14.0,139.0,47.0
8552,414.0,2365.0,81.0,14.0,139.0,47.0
8553,414.0,2371.0,81.0,14.0,139.0,47.0
8554,431.0,2423.0,81.0,14.0,143.0,47.0
8555,431.0,2426.0,82.0,14.0,144.0,47.0
8556,431.0,2423.0,80.0,14.0,144.0,47.0
8557,429.0,2414.0,80.0,14.0,144.0,47.0
8558,425.0,2396.0,80.0,14.0,146.0,47.0
8559,423.0,2385.0,79.0,14.0,144.0,47.0
8560,423.0,2397.0,81.0,14.0,146.0,49.0
8561,424.0,2393.0,80.0,14.0,145.0,49.0
8562,427.0,2422.0,80.0,15.0,148.0,52.0
8563,457.0,2504.0,84.0,15.0,155.0,55.0
8564,454.0,2458.0,80.0,15.0,156.0,55.0
8565,483.0,2580.0,82.0,15.0,161.0,58.0
8566,485.0,2616.0,81.0,15.0,161.0,58.0
8567,502.0,2649.0,82.0,15.0,160.0,61.0
8568,503.0,2656.0,82.0,15.0,159.0,61.0
8569,502.0,2670.0,82.0,15.0,163.0,64.0
8570,505.0,2709.0,83.0,15.0,164.0,64.0
8571,504.0,2697.0,83.0,15.0,164.0,64.0
8572,494.0,2651.0,83.0,14.0,156.0,64.0
8573,492.0,2631.0,80.0,14.0,154.0,64.0
8574,482.0,2587.0,77.0,12.0,149.0,63.0
8575,483.0,2627.0,77.0,12.0,152.0,63.0
8576,474.0,2585.0,76.0,11.0,150.0,63.0
8577,474.0,2579.0,76.0,11.0,150.0,63.0
8578,467.0,2534.0,76.0,11.0,144.0,63.0
8579,446.0,2413.0,72.0,9.0,127.0,58.0
8580,446.0,2416.0,72.0,9.0,127.0,58.0
8581,445.0,2441.0,74.0,9.0,131.0,60.0
8582,450.0,2451.0,75.0,9.0,133.0,60.0
8583,447.0,2454.0,75.0,9.0,134.0,61.0
8584,432.0,2398.0,69.0,9.0,134.0,61.0
8585,432.0,2399.0,69.0,9.0,134.0,61.0
8586,437.0,2428.0,69.0,9.0,135.0,62.0
8587,439.0,2448.0,69.0,9.0,137.0,62.0
8588,437.0,2444.0,69.0,8.0,138.0,61.0
8589,407.0,2346.0,64.0,7.0,132.0,58.0
8590,402.0,2287.0,61.0,7.0,129.0,54.0
8591,414.0,2362.0,65.0,7.0,132.0,57.0
8592,404.0,2335.0,63.0,7.0,134.0,56.0
8593,400.0,2322.0,63.0,7.0,133.0,56.0
8594,404.0,2375.0,63.0,7.0,134.0,56.0
8595,380.0,2273.0,60.0,4.0,124.0,52.0
8596,359.0,2196.0,58.0,4.0,125.0,51.0
8597,365.0,2230.0,58.0,4.0,126.0,51.0
8598,366.0,2238.0,58.0,4.0,127.0,51.0
8599,341.0,2171.0,53.0,4.0,120.0,47.0
8600,329.0,2082.0,51.0,4.0,113.0,43.0
8601,348.0,2144.0,53.0,4.0,117.0,43.0
8602,371.0,2213.0,54.0,4.0,117.0,43.0
8603,360.0,2218.0,54.0,4.0,117.0,39.0
8604,371.0,2251.0,54.0,5.0,118.0,40.0
8605,340.0,2139.0,45.0,3.0,99.0,34.0
8606,341.0,2136.0,46.0,3.0,99.0,34.0
8607,341.0,2132.0,46.0,3.0,98.0,34.0
8608,351.0,2115.0,44.0,3.0,93.0,31.0
8609,415.0,2279.0,46.0,3.0,95.0,34.0
8610,414.0,2236.0,49.0,5.0,93.0,37.0
8611,414.0,2233.0,49.0,5.0,93.0,37.0
8612,412.0,2229.0,49.0,5.0,93.0,37.0
8613,413.0,2212.0,47.0,5.0,96.0,37.0
8614,404.0,2153.0,45.0,5.0,91.0,35.0
8615,407.0,2162.0,45.0,5.0,92.0,37.0
8616,407.0,2158.0,45.0,5.0,92.0,38.0
8617,409.0,2151.0,45.0,5.0,92.0,38.0
8618,435.0,2213.0,46.0,6.0,92.0,36.0
8619,437.0,2234.0,46.0,6.0,92.0,37.0
8620,436.0,2222.0,46.0,6.0,92.0,37.0
8621,437.0,2225.0,46.0,6.0,92.0,37.0
8622,433.0,2191.0,46.0,6.0,91.0,38.0
8623,440.0,2204.0,49.0,6.0,89.0,38.0
8624,436.0,2188.0,47.0,6.0,90.0,37.0
8625,478.0,2317.0,48.0,6.0,98.0,39.0
8626,483.0,2331.0,50.0,7.0,101.0,39.0
8627,484.0,2337.0,50.0,7.0,101.0,39.0
8628,482.0,2332.0,50.0,7.0,101.0,39.0
8629,495.0,2405.0,50.0,7.0,112.0,40.0
8630,513.0,2483.0,52.0,7.0,120.0,41.0
8631,519.0,2524.0,55.0,7.0,122.0,44.0
8632,515.0,2502.0,55.0,7.0,120.0,43.0
8633,514.0,2483.0,55.0,8.0,121.0,44.0
8634,511.0,2468.0,53.0,8.0,120.0,43.0
8635,515.0,2481.0,54.0,9.0,122.0,44.0
8636,518.0,2484.0,54.0,9.0,121.0,41.0
8637,499.0,2425.0,50.0,8.0,117.0,38.0
8638,497.0,2408.0,50.0,8.0,116.0,38.0
8639,454.0,2249.0,44.0,8.0,105.0,35.0
8640,458.0,2233.0,43.0,8.0,105.0,36.0
8641,459.0,2229.0,44.0,8.0,104.0,36.0
8642,456.0,2154.0,42.0,8.0,98.0,33.0
8643,464.0,2182.0,42.0,8.0,101.0,34.0
8644,457.0,2177.0,42.0,8.0,101.0,34.0
8645,456.0,2176.0,42.0,8.0,101.0,34.0
8646,459.0,2181.0,42.0,8.0,101.0,34.0
8647,464.0,2194.0,43.0,8.0,106.0,34.0
8648,465.0,2188.0,43.0,8.0,106.0,34.0
8649,456.0,2145.0,43.0,8.0,103.0,34.0
8650,456.0,2142.0,43.0,8.0,103.0,35.0
8651,457.0,2159.0,44.0,9.0,103.0,36.0
8652,457.0,2160.0,44.0,9.0,103.0,36.0
8653,452.0,2152.0,44.0,9.0,103.0,36.0
8654,464.0,2205.0,47.0,10.0,110.0,41.0
8655,459.0,2153.0,45.0,10.0,106.0,39.0
8656,452.0,2138.0,46.0,12.0,104.0,42.0
8657,451.0,2124.0,46.0,12.0,103.0,41.0
8658,451.0,2101.0,46.0,12.0,103.0,41.0
8659,462.0,2128.0,46.0,12.0,107.0,40.0
8660,458.0,2102.0,46.0,12.0,107.0,40.0
8661,458.0,2084.0,47.0,12.0,105.0,40.0
8662,458.0,2087.0,47.0,12.0,104.0,40.0
8663,456.0,2089.0,47.0,12.0,104.0,40.0
8664,458.0,2113.0,47.0,12.0,107.0,40.0
8665,446.0,2041.0,45.0,12.0,105.0,39.0
8666,445.0,2019.0,44.0,12.0,104.0,39.0
8667,443.0,1994.0,44.0,12.0,104.0,39.0
8668,445.0,1950.0,42.0,12.0,105.0,40.0
8669,463.0,1998.0,46.0,12.0,106.0,41.0
8670,472.0,2004.0,47.0,12.0,106.0,41.0
8671,468.0,1962.0,45.0,12.0,108.0,40.0
8672,477.0,1977.0,46.0,13.0,106.0,41.0
8673,477.0,1975.0,47.0,13.0,106.0,41.0
8674,499.0,2053.0,51.0,15.0,115.0,43.0
8675,489.0,2022.0,49.0,15.0,116.0,43.0
8676,470.0,1966.0,48.0,15.0,117.0,43.0
8677,433.0,1886.0,46.0,14.0,115.0,43.0
8678,430.0,1874.0,47.0,14.0,119.0,42.0
8679,426.0,1861.0,47.0,14.0,118.0,42.0
8680,429.0,1887.0,48.0,15.0,122.0,43.0
8681,425.0,1870.0,47.0,14.0,120.0,43.0
8682,427.0,1905.0,48.0,14.0,122.0,44.0
8683,407.0,1839.0,45.0,13.0,115.0,38.0
8684,405.0,1823.0,45.0,13.0,115.0,37.0
8685,405.0,1822.0,44.0,13.0,115.0,37.0
8686,379.0,1728.0,43.0,13.0,115.0,37.0
8687,378.0,1723.0,43.0,13.0,115.0,37.0
8688,382.0,1748.0,43.0,13.0,116.0,37.0
8689,376.0,1719.0,43.0,13.0,116.0,36.0
8690,377.0,1741.0,43.0,13.0,117.0,35.0
8691,368.0,1697.0,42.0,12.0,118.0,34.0
8692,342.0,1632.0,39.0,12.0,116.0,34.0
8693,349.0,1656.0,40.0,12.0,117.0,34.0
8694,356.0,1682.0,40.0,13.0,118.0,34.0
8695,368.0,1741.0,42.0,13.0,120.0,35.0
8696,363.0,1726.0,42.0,13.0,118.0,35.0
8697,357.0,1683.0,40.0,13.0,116.0,35.0
8698,352.0,1665.0,40.0,13.0,114.0,35.0
8699,348.0,1644.0,39.0,12.0,112.0,35.0
8700,352.0,1682.0,40.0,11.0,113.0,34.0
8701,350.0,1660.0,40.0,11.0,113.0,34.0
8702,323.0,1520.0,38.0,11.0,96.0,31.0
8703,319.0,1505.0,38.0,11.0,96.0,30.0
