,48cAtM,YAdfpF,2YwKxe
932,174.0,1368.0,13.0
933,169.0,1336.0,12.0
934,167.0,1339.0,12.0
935,163.0,1297.0,11.0
936,164.0,1320.0,11.0
937,163.0,1323.0,11.0
938,164.0,1304.0,11.0
939,165.0,1309.0,11.0
940,153.0,1258.0,10.0
941,154.0,1282.0,10.0
942,157.0,1285.0,10.0
943,166.0,1307.0,11.0
944,174.0,1362.0,11.0
945,174.0,1355.0,11.0
946,173.0,1344.0,10.0
947,173.0,1342.0,10.0
948,175.0,1331.0,10.0
949,177.0,1344.0,10.0
950,175.0,1310.0,8.0
951,175.0,1297.0,7.0
952,175.0,1300.0,7.0
953,166.0,1244.0,7.0
954,166.0,1258.0,7.0
955,165.0,1263.0,7.0
956,165.0,1257.0,6.0
957,165.0,1251.0,6.0
958,160.0,1251.0,6.0
959,159.0,1243.0,6.0
960,162.0,1265.0,6.0
961,159.0,1255.0,6.0
962,160.0,1260.0,6.0
963,160.0,1244.0,6.0
964,158.0,1235.0,6.0
965,159.0,1247.0,6.0
966,159.0,1247.0,6.0
967,154.0,1218.0,5.0
968,154.0,1233.0,5.0
969,154.0,1229.0,5.0
970,156.0,1250.0,5.0
971,155.0,1255.0,5.0
972,152.0,1242.0,5.0
973,154.0,1265.0,5.0
974,154.0,1266.0,5.0
975,180.0,1374.0,7.0
976,180.0,1366.0,7.0
977,181.0,1354.0,7.0
978,182.0,1351.0,7.0
979,185.0,1365.0,7.0
980,187.0,1369.0,7.0
981,190.0,1370.0,7.0
982,190.0,1342.0,7.0
983,190.0,1336.0,7.0
984,191.0,1335.0,7.0
985,192.0,1334.0,7.0
986,192.0,1332.0,7.0
987,196.0,1338.0,7.0
988,185.0,1265.0,8.0
989,189.0,1326.0,8.0
990,181.0,1254.0,8.0
991,181.0,1262.0,8.0
992,181.0,1272.0,8.0
993,176.0,1244.0,8.0
994,180.0,1229.0,9.0
995,177.0,1213.0,9.0
996,168.0,1154.0,9.0
997,165.0,1133.0,9.0
998,135.0,1013.0,7.0
999,136.0,1013.0,7.0
1000,130.0,985.0,7.0
1001,137.0,1029.0,9.0
1002,135.0,1018.0,9.0
1003,136.0,1038.0,9.0
1004,136.0,1034.0,9.0
1005,134.0,1015.0,9.0
1006,136.0,1008.0,9.0
1007,136.0,1000.0,8.0
1008,137.0,1036.0,8.0
1009,141.0,1045.0,8.0
1010,140.0,1029.0,8.0
1011,140.0,1026.0,8.0
1012,136.0,1005.0,8.0
1013,153.0,1100.0,8.0
1014,151.0,1100.0,9.0
1015,157.0,1115.0,9.0
1016,154.0,1112.0,9.0
1017,141.0,1050.0,8.0
1018,142.0,1046.0,9.0
1019,147.0,1054.0,9.0
1020,148.0,1059.0,9.0
1021,149.0,1059.0,9.0
1022,146.0,1039.0,9.0
1023,144.0,1043.0,9.0
1024,143.0,1064.0,9.0
1025,144.0,1075.0,9.0
1026,144.0,1080.0,9.0
1027,144.0,1078.0,9.0
1028,145.0,1074.0,9.0
1029,145.0,1073.0,9.0
1030,151.0,1098.0,9.0
1031,151.0,1097.0,9.0
1032,149.0,1084.0,9.0
1033,149.0,1092.0,9.0
1034,146.0,1063.0,10.0
1035,150.0,1086.0,10.0
1036,151.0,1092.0,10.0
1037,151.0,1093.0,10.0
1038,154.0,1077.0,10.0
1039,152.0,1066.0,10.0
1040,176.0,1180.0,11.0
1041,176.0,1183.0,11.0
1042,175.0,1185.0,11.0
1043,176.0,1184.0,11.0
1044,174.0,1154.0,11.0
1045,181.0,1174.0,11.0
1046,184.0,1188.0,11.0
1047,183.0,1178.0,12.0
1048,185.0,1176.0,12.0
1049,161.0,1060.0,10.0
1050,165.0,1068.0,10.0
1051,165.0,1074.0,10.0
1052,169.0,1093.0,10.0
1053,170.0,1084.0,10.0
1054,168.0,1095.0,10.0
1055,166.0,1090.0,10.0
1056,164.0,1094.0,10.0
1057,165.0,1105.0,10.0
1058,163.0,1108.0,10.0
1059,182.0,1187.0,10.0
1060,183.0,1191.0,10.0
1061,179.0,1183.0,10.0
1062,178.0,1168.0,9.0
1063,177.0,1118.0,9.0
1064,183.0,1160.0,9.0
1065,181.0,1154.0,9.0
1066,195.0,1228.0,9.0
1067,195.0,1231.0,9.0
1068,190.0,1185.0,8.0
1069,189.0,1194.0,8.0
1070,190.0,1198.0,8.0
1071,191.0,1220.0,8.0
1072,193.0,1229.0,7.0
1073,192.0,1246.0,8.0
1074,194.0,1261.0,8.0
1075,191.0,1227.0,7.0
1076,191.0,1234.0,7.0
1077,190.0,1224.0,7.0
1078,206.0,1288.0,8.0
1079,208.0,1297.0,8.0
1080,211.0,1324.0,8.0
1081,212.0,1330.0,8.0
1082,213.0,1314.0,8.0
1083,219.0,1368.0,9.0
1084,222.0,1374.0,9.0
1085,223.0,1385.0,9.0
1086,225.0,1389.0,9.0
1087,210.0,1290.0,8.0
1088,212.0,1307.0,8.0
1089,206.0,1319.0,9.0
1090,208.0,1337.0,9.0
1091,211.0,1386.0,10.0
1092,206.0,1351.0,9.0
1093,212.0,1405.0,9.0
1094,215.0,1419.0,9.0
1095,218.0,1462.0,9.0
1096,218.0,1460.0,9.0
1097,219.0,1453.0,9.0
1098,215.0,1410.0,10.0
1099,215.0,1412.0,10.0
1100,217.0,1419.0,10.0
1101,216.0,1425.0,10.0
1102,215.0,1426.0,10.0
1103,214.0,1424.0,10.0
1104,209.0,1399.0,10.0
1105,210.0,1405.0,10.0
1106,210.0,1406.0,10.0
1107,210.0,1416.0,10.0
1108,210.0,1418.0,9.0
1109,207.0,1412.0,9.0
1110,206.0,1427.0,9.0
1111,208.0,1448.0,9.0
1112,205.0,1444.0,9.0
1113,205.0,1442.0,8.0
1114,181.0,1363.0,9.0
1115,185.0,1372.0,9.0
1116,192.0,1391.0,9.0
1117,200.0,1439.0,11.0
1118,204.0,1441.0,11.0
1119,196.0,1397.0,10.0
1120,194.0,1381.0,10.0
1121,196.0,1388.0,10.0
1122,196.0,1401.0,10.0
1123,194.0,1394.0,10.0
1124,200.0,1435.0,12.0
1125,199.0,1428.0,12.0
1126,193.0,1402.0,12.0
1127,190.0,1400.0,12.0
1128,188.0,1382.0,12.0
1129,200.0,1440.0,13.0
1130,200.0,1438.0,13.0
1131,203.0,1458.0,14.0
1132,205.0,1461.0,14.0
1133,188.0,1391.0,14.0
1134,188.0,1395.0,14.0
1135,188.0,1396.0,14.0
1136,191.0,1405.0,14.0
1137,191.0,1410.0,14.0
1138,184.0,1359.0,14.0
1139,186.0,1363.0,14.0
1140,174.0,1283.0,14.0
1141,184.0,1301.0,14.0
1142,185.0,1302.0,14.0
1143,186.0,1290.0,13.0
1144,188.0,1291.0,13.0
1145,189.0,1264.0,13.0
1146,193.0,1283.0,12.0
1147,192.0,1270.0,12.0
1148,190.0,1267.0,12.0
1149,190.0,1249.0,11.0
1150,194.0,1262.0,11.0
1151,195.0,1255.0,11.0
1152,182.0,1211.0,10.0
1153,181.0,1205.0,10.0
1154,176.0,1179.0,10.0
1155,176.0,1181.0,9.0
1156,178.0,1169.0,10.0
1157,172.0,1156.0,11.0
1158,175.0,1225.0,12.0
1159,173.0,1225.0,12.0
1160,173.0,1220.0,12.0
1161,170.0,1202.0,11.0
1162,169.0,1185.0,11.0
1163,169.0,1158.0,10.0
1164,167.0,1138.0,10.0
1165,168.0,1139.0,10.0
1166,166.0,1146.0,10.0
1167,150.0,1074.0,10.0
1168,144.0,1045.0,10.0
1169,139.0,1009.0,10.0
1170,139.0,994.0,10.0
1171,138.0,991.0,10.0
1172,140.0,995.0,10.0
1173,139.0,985.0,10.0
1174,139.0,982.0,10.0
1175,140.0,987.0,10.0
1176,140.0,993.0,10.0
1177,141.0,1002.0,9.0
1178,141.0,1010.0,9.0
1179,141.0,1015.0,10.0
1180,141.0,1006.0,10.0
1181,142.0,1004.0,11.0
1182,144.0,1011.0,11.0
1183,145.0,1010.0,11.0
1184,146.0,1006.0,11.0
1185,142.0,981.0,11.0
1186,141.0,964.0,11.0
1187,144.0,981.0,11.0
1188,144.0,994.0,11.0
1189,151.0,1057.0,11.0
1190,149.0,1046.0,10.0
1191,145.0,1001.0,10.0
1192,144.0,1008.0,10.0
1193,144.0,1004.0,9.0
1194,155.0,1064.0,10.0
1195,153.0,1075.0,10.0
1196,148.0,1041.0,10.0
1197,154.0,1057.0,10.0
1198,147.0,1026.0,9.0
1199,147.0,1030.0,9.0
1200,149.0,1044.0,9.0
1201,155.0,1069.0,9.0
1202,157.0,1096.0,9.0
1203,146.0,1056.0,9.0
1204,148.0,1076.0,8.0
1205,144.0,1051.0,8.0
1206,146.0,1090.0,8.0
1207,146.0,1101.0,8.0
1208,148.0,1108.0,8.0
1209,150.0,1144.0,8.0
1210,148.0,1138.0,8.0
1211,146.0,1132.0,8.0
1212,146.0,1131.0,8.0
1213,143.0,1128.0,8.0
1214,150.0,1179.0,8.0
1215,139.0,1137.0,8.0
1216,138.0,1141.0,8.0
1217,137.0,1147.0,10.0
1218,135.0,1140.0,10.0
1219,135.0,1155.0,10.0
1220,135.0,1170.0,10.0
1221,139.0,1198.0,11.0
1222,140.0,1201.0,11.0
1223,133.0,1188.0,11.0
1224,133.0,1170.0,11.0
1225,134.0,1165.0,11.0
1226,134.0,1153.0,11.0
1227,133.0,1154.0,11.0
1228,136.0,1201.0,11.0
1229,139.0,1251.0,11.0
1230,131.0,1229.0,11.0
1231,130.0,1199.0,11.0
1232,128.0,1159.0,10.0
1233,129.0,1168.0,11.0
1234,132.0,1214.0,11.0
1235,135.0,1218.0,11.0
1236,135.0,1223.0,12.0
1237,140.0,1264.0,12.0
1238,140.0,1272.0,12.0
1239,140.0,1278.0,13.0
1240,140.0,1299.0,13.0
1241,138.0,1279.0,13.0
1242,140.0,1301.0,13.0
1243,142.0,1273.0,13.0
1244,145.0,1288.0,13.0
1245,145.0,1290.0,13.0
1246,146.0,1294.0,13.0
1247,155.0,1355.0,13.0
1248,157.0,1367.0,14.0
1249,157.0,1358.0,14.0
1250,157.0,1353.0,14.0
1251,156.0,1349.0,14.0
1252,158.0,1343.0,14.0
1253,157.0,1330.0,13.0
1254,176.0,1445.0,14.0
1255,174.0,1425.0,13.0
1256,172.0,1421.0,13.0
1257,171.0,1419.0,13.0
1258,168.0,1389.0,13.0
1259,180.0,1469.0,13.0
1260,181.0,1488.0,13.0
1261,181.0,1477.0,13.0
1262,184.0,1509.0,13.0
1263,171.0,1403.0,12.0
1264,178.0,1486.0,13.0
1265,180.0,1501.0,13.0
1266,181.0,1516.0,13.0
1267,182.0,1559.0,13.0
1268,170.0,1466.0,12.0
1269,170.0,1456.0,11.0
1270,170.0,1426.0,11.0
1271,163.0,1427.0,11.0
1272,164.0,1433.0,11.0
1273,167.0,1449.0,11.0
1274,168.0,1437.0,11.0
1275,164.0,1407.0,11.0
1276,162.0,1371.0,10.0
1277,165.0,1372.0,10.0
1278,163.0,1379.0,10.0
1279,165.0,1388.0,10.0
1280,163.0,1382.0,11.0
1281,166.0,1380.0,12.0
1282,165.0,1373.0,12.0
1283,169.0,1376.0,12.0
1284,174.0,1382.0,13.0
1285,196.0,1469.0,14.0
1286,198.0,1478.0,14.0
1287,198.0,1488.0,14.0
1288,196.0,1464.0,14.0
1289,199.0,1497.0,13.0
1290,200.0,1514.0,13.0
1291,201.0,1511.0,14.0
1292,200.0,1516.0,14.0
1293,205.0,1543.0,15.0
1294,199.0,1507.0,15.0
1295,202.0,1518.0,14.0
1296,201.0,1506.0,13.0
1297,201.0,1504.0,13.0
1298,197.0,1479.0,14.0
1299,201.0,1520.0,14.0
1300,204.0,1551.0,14.0
1301,205.0,1549.0,14.0
1302,207.0,1566.0,16.0
1303,205.0,1549.0,16.0
1304,204.0,1556.0,16.0
1305,204.0,1560.0,16.0
1306,201.0,1547.0,16.0
1307,208.0,1590.0,17.0
1308,203.0,1528.0,17.0
1309,199.0,1525.0,17.0
1310,205.0,1556.0,17.0
1311,195.0,1510.0,17.0
1312,197.0,1558.0,17.0
1313,202.0,1598.0,17.0
1314,202.0,1598.0,17.0
1315,202.0,1599.0,17.0
1316,200.0,1584.0,17.0
1317,199.0,1583.0,17.0
1318,205.0,1624.0,17.0
1319,216.0,1704.0,18.0
1320,217.0,1699.0,18.0
1321,207.0,1640.0,17.0
1322,200.0,1617.0,17.0
1323,198.0,1612.0,17.0
1324,198.0,1629.0,17.0
1325,198.0,1646.0,17.0
1326,198.0,1653.0,17.0
1327,199.0,1691.0,16.0
1328,184.0,1590.0,16.0
1329,185.0,1655.0,16.0
1330,185.0,1658.0,16.0
1331,185.0,1679.0,16.0
1332,188.0,1700.0,16.0
1333,177.0,1641.0,16.0
1334,176.0,1626.0,16.0
1335,176.0,1627.0,16.0
1336,170.0,1583.0,16.0
1337,171.0,1591.0,16.0
1338,161.0,1489.0,15.0
1339,160.0,1481.0,15.0
1340,162.0,1499.0,16.0
1341,162.0,1482.0,16.0
1342,162.0,1482.0,16.0
1343,162.0,1481.0,16.0
1344,161.0,1484.0,16.0
1345,159.0,1454.0,16.0
1346,160.0,1456.0,16.0
1347,160.0,1471.0,16.0
1348,157.0,1509.0,17.0
1349,155.0,1506.0,17.0
1350,151.0,1506.0,17.0
1351,149.0,1504.0,17.0
1352,149.0,1500.0,17.0
1353,148.0,1495.0,17.0
1354,146.0,1482.0,17.0
1355,150.0,1515.0,17.0
1356,150.0,1514.0,16.0
1357,144.0,1478.0,16.0
1358,142.0,1480.0,15.0
1359,126.0,1411.0,15.0
1360,125.0,1438.0,15.0
1361,125.0,1429.0,15.0
1362,125.0,1424.0,15.0
1363,118.0,1400.0,15.0
1364,116.0,1359.0,14.0
1365,120.0,1369.0,14.0
1366,120.0,1370.0,14.0
1367,114.0,1342.0,13.0
1368,113.0,1324.0,13.0
1369,107.0,1286.0,13.0
1370,112.0,1299.0,13.0
1371,110.0,1300.0,13.0
1372,111.0,1311.0,12.0
1373,114.0,1325.0,13.0
1374,114.0,1306.0,13.0
1375,117.0,1353.0,15.0
1376,113.0,1316.0,14.0
1377,112.0,1307.0,14.0
1378,112.0,1320.0,14.0
1379,113.0,1321.0,13.0
1380,114.0,1339.0,13.0
1381,113.0,1374.0,12.0
1382,112.0,1361.0,12.0
1383,114.0,1393.0,14.0
1384,108.0,1357.0,14.0
1385,108.0,1359.0,14.0
1386,108.0,1313.0,14.0
1387,105.0,1291.0,14.0
1388,107.0,1288.0,14.0
1389,108.0,1278.0,14.0
1390,105.0,1235.0,13.0
1391,107.0,1258.0,13.0
1392,98.0,1208.0,12.0
1393,95.0,1230.0,12.0
1394,94.0,1226.0,13.0
1395,94.0,1221.0,13.0
1396,94.0,1199.0,12.0
1397,97.0,1223.0,12.0
1398,113.0,1287.0,14.0
1399,110.0,1209.0,15.0
1400,115.0,1218.0,15.0
1401,114.0,1215.0,15.0
1402,114.0,1207.0,15.0
1403,130.0,1222.0,15.0
1404,130.0,1223.0,16.0
1405,143.0,1287.0,16.0
1406,139.0,1268.0,16.0
1407,139.0,1257.0,16.0
1408,139.0,1258.0,16.0
1409,137.0,1257.0,16.0
1410,148.0,1303.0,17.0
1411,147.0,1295.0,17.0
1412,148.0,1322.0,17.0
1413,145.0,1320.0,17.0
1414,143.0,1267.0,16.0
1415,143.0,1275.0,16.0
1416,142.0,1274.0,16.0
1417,142.0,1275.0,16.0
1418,142.0,1273.0,16.0
1419,142.0,1269.0,16.0
1420,142.0,1284.0,16.0
1421,139.0,1256.0,16.0
1422,139.0,1227.0,15.0
1423,139.0,1229.0,15.0
1424,137.0,1226.0,15.0
1425,137.0,1230.0,15.0
1426,137.0,1233.0,15.0
1427,137.0,1232.0,15.0
1428,137.0,1226.0,15.0
1429,133.0,1199.0,14.0
1430,134.0,1206.0,14.0
1431,137.0,1217.0,14.0
1432,137.0,1256.0,14.0
1433,141.0,1287.0,14.0
1434,140.0,1266.0,14.0
1435,144.0,1305.0,14.0
1436,145.0,1323.0,14.0
1437,148.0,1354.0,14.0
1438,150.0,1379.0,14.0
1439,145.0,1351.0,14.0
1440,145.0,1365.0,14.0
1441,146.0,1383.0,14.0
1442,146.0,1387.0,14.0
1443,147.0,1395.0,14.0
1444,145.0,1376.0,14.0
1445,147.0,1391.0,14.0
1446,146.0,1392.0,14.0
1447,135.0,1346.0,13.0
1448,136.0,1343.0,13.0
1449,132.0,1308.0,11.0
1450,134.0,1321.0,11.0
1451,135.0,1344.0,12.0
1452,135.0,1346.0,12.0
1453,134.0,1332.0,13.0
1454,132.0,1301.0,13.0
1455,130.0,1250.0,12.0
1456,134.0,1266.0,13.0
1457,141.0,1294.0,13.0
1458,147.0,1359.0,14.0
1459,147.0,1357.0,14.0
1460,159.0,1370.0,14.0
1461,161.0,1366.0,14.0
1462,167.0,1435.0,17.0
1463,181.0,1520.0,17.0
1464,182.0,1535.0,18.0
1465,182.0,1540.0,18.0
1466,180.0,1516.0,18.0
1467,174.0,1426.0,16.0
1468,187.0,1506.0,17.0
1469,187.0,1511.0,17.0
1470,191.0,1534.0,18.0
1471,188.0,1513.0,19.0
1472,169.0,1394.0,14.0
1473,170.0,1405.0,13.0
1474,167.0,1374.0,13.0
1475,177.0,1434.0,16.0
1476,178.0,1430.0,16.0
1477,158.0,1320.0,15.0
1478,158.0,1319.0,15.0
1479,151.0,1254.0,15.0
1480,153.0,1270.0,15.0
1481,155.0,1270.0,15.0
1482,155.0,1256.0,15.0
1483,155.0,1257.0,15.0
1484,142.0,1199.0,14.0
1485,142.0,1202.0,14.0
1486,142.0,1195.0,14.0
1487,142.0,1210.0,14.0
1488,142.0,1193.0,14.0
1489,142.0,1192.0,14.0
1490,142.0,1189.0,14.0
1491,143.0,1193.0,14.0
1492,143.0,1194.0,15.0
1493,143.0,1185.0,15.0
1494,143.0,1170.0,15.0
1495,143.0,1166.0,15.0
1496,147.0,1177.0,16.0
1497,152.0,1214.0,17.0
1498,164.0,1275.0,17.0
1499,165.0,1283.0,16.0
1500,165.0,1281.0,16.0
1501,165.0,1280.0,16.0
1502,165.0,1280.0,16.0
1503,166.0,1289.0,19.0
1504,173.0,1348.0,22.0
1505,170.0,1330.0,22.0
1506,170.0,1341.0,22.0
1507,164.0,1297.0,22.0
1508,165.0,1315.0,23.0
1509,161.0,1292.0,23.0
1510,163.0,1292.0,23.0
1511,161.0,1262.0,23.0
1512,165.0,1285.0,23.0
1513,165.0,1258.0,23.0
1514,164.0,1259.0,23.0
1515,161.0,1239.0,23.0
1516,161.0,1254.0,23.0
1517,160.0,1253.0,23.0
1518,159.0,1254.0,23.0
1519,157.0,1236.0,24.0
1520,157.0,1239.0,25.0
1521,157.0,1263.0,25.0
1522,155.0,1295.0,25.0
1523,156.0,1300.0,25.0
1524,154.0,1303.0,24.0
1525,167.0,1323.0,24.0
1526,172.0,1348.0,24.0
1527,172.0,1352.0,24.0
1528,171.0,1356.0,24.0
1529,171.0,1361.0,24.0
1530,169.0,1333.0,23.0
1531,164.0,1316.0,23.0
1532,160.0,1281.0,22.0
1533,160.0,1282.0,22.0
1534,143.0,1233.0,22.0
1535,145.0,1260.0,22.0
1536,143.0,1218.0,19.0
1537,131.0,1170.0,19.0
1538,130.0,1158.0,18.0
1539,130.0,1168.0,18.0
1540,131.0,1181.0,17.0
1541,131.0,1182.0,17.0
1542,126.0,1168.0,16.0
1543,128.0,1170.0,17.0
1544,126.0,1174.0,15.0
1545,126.0,1169.0,15.0
1546,126.0,1172.0,15.0
1547,126.0,1175.0,15.0
1548,126.0,1175.0,15.0
1549,128.0,1180.0,12.0
1550,127.0,1179.0,13.0
1551,128.0,1185.0,13.0
1552,128.0,1181.0,13.0
1553,125.0,1159.0,13.0
1554,124.0,1179.0,13.0
1555,124.0,1187.0,13.0
1556,124.0,1194.0,13.0
1557,125.0,1195.0,14.0
1558,127.0,1172.0,14.0
1559,128.0,1183.0,14.0
1560,128.0,1184.0,14.0
1561,128.0,1181.0,14.0
1562,138.0,1229.0,14.0
1563,137.0,1201.0,14.0
1564,137.0,1199.0,14.0
1565,134.0,1187.0,14.0
1566,135.0,1178.0,13.0
1567,135.0,1180.0,14.0
1568,141.0,1197.0,14.0
1569,147.0,1270.0,14.0
1570,152.0,1281.0,11.0
1571,144.0,1222.0,12.0
1572,134.0,1176.0,12.0
1573,132.0,1169.0,12.0
1574,134.0,1167.0,12.0
1575,140.0,1186.0,12.0
1576,139.0,1182.0,12.0
1577,141.0,1207.0,11.0
1578,130.0,1105.0,8.0
1579,130.0,1107.0,8.0
1580,130.0,1099.0,8.0
1581,131.0,1101.0,8.0
1582,134.0,1118.0,8.0
1583,135.0,1117.0,8.0
1584,133.0,1087.0,8.0
1585,133.0,1086.0,8.0
1586,125.0,1000.0,7.0
1587,129.0,1038.0,7.0
1588,127.0,1012.0,8.0
1589,127.0,1022.0,8.0
1590,127.0,1011.0,8.0
1591,126.0,1004.0,8.0
1592,130.0,1026.0,9.0
1593,129.0,1014.0,8.0
1594,132.0,1030.0,8.0
1595,132.0,1017.0,8.0
1596,124.0,953.0,9.0
1597,122.0,937.0,9.0
1598,124.0,946.0,9.0
1599,114.0,909.0,9.0
1600,117.0,920.0,9.0
1601,116.0,919.0,9.0
1602,123.0,959.0,11.0
1603,123.0,960.0,11.0
1604,122.0,938.0,11.0
1605,122.0,942.0,11.0
1606,125.0,946.0,11.0
1607,129.0,972.0,11.0
1608,130.0,977.0,12.0
1609,127.0,951.0,12.0
1610,127.0,955.0,11.0
1611,127.0,955.0,11.0
1612,127.0,954.0,11.0
1613,126.0,947.0,11.0
1614,125.0,927.0,11.0
1615,125.0,926.0,11.0
1616,121.0,908.0,11.0
1617,117.0,882.0,10.0
1618,116.0,859.0,10.0
1619,115.0,851.0,10.0
1620,115.0,850.0,10.0
1621,115.0,847.0,10.0
1622,115.0,826.0,10.0
1623,110.0,780.0,10.0
1624,111.0,784.0,10.0
1625,109.0,768.0,10.0
1626,109.0,771.0,10.0
1627,109.0,770.0,10.0
1628,110.0,763.0,10.0
1629,111.0,766.0,10.0
1630,110.0,760.0,10.0
1631,109.0,760.0,9.0
1632,107.0,740.0,9.0
1633,105.0,718.0,9.0
1634,105.0,716.0,9.0
1635,103.0,690.0,9.0
1636,95.0,650.0,9.0
1637,93.0,653.0,8.0
1638,96.0,653.0,8.0
1639,96.0,654.0,8.0
1640,97.0,667.0,8.0
1641,98.0,666.0,7.0
1642,93.0,658.0,10.0
1643,93.0,635.0,10.0
1644,88.0,602.0,10.0
1645,88.0,603.0,10.0
1646,88.0,609.0,10.0
1647,93.0,695.0,10.0
1648,94.0,709.0,10.0
1649,91.0,703.0,10.0
1650,90.0,703.0,9.0
1651,89.0,678.0,9.0
1652,90.0,707.0,9.0
1653,88.0,702.0,9.0
1654,91.0,740.0,9.0
1655,90.0,744.0,10.0
1656,82.0,714.0,10.0
1657,88.0,747.0,10.0
1658,84.0,727.0,10.0
1659,89.0,785.0,10.0
1660,89.0,788.0,10.0
1661,82.0,745.0,9.0
1662,85.0,752.0,9.0
1663,85.0,736.0,9.0
1664,86.0,746.0,9.0
1665,88.0,745.0,9.0
1666,87.0,731.0,8.0
1667,103.0,795.0,9.0
1668,111.0,811.0,10.0
1669,110.0,807.0,10.0
1670,113.0,826.0,10.0
1671,114.0,828.0,10.0
1672,122.0,892.0,11.0
1673,126.0,897.0,11.0
1674,125.0,886.0,11.0
1675,125.0,896.0,11.0
1676,119.0,856.0,10.0
1677,126.0,904.0,10.0
1678,127.0,962.0,11.0
1679,128.0,963.0,12.0
1680,124.0,959.0,12.0
1681,120.0,926.0,11.0
1682,119.0,931.0,11.0
1683,121.0,961.0,11.0
1684,121.0,966.0,11.0
1685,125.0,989.0,12.0
1686,124.0,1011.0,12.0
1687,124.0,1014.0,12.0
1688,125.0,1023.0,12.0
1689,125.0,1022.0,12.0
1690,125.0,1031.0,12.0
1691,125.0,1041.0,12.0
1692,125.0,1053.0,12.0
1693,127.0,1120.0,13.0
1694,125.0,1117.0,13.0
1695,126.0,1126.0,13.0
1696,126.0,1133.0,13.0
1697,122.0,1160.0,13.0
1698,123.0,1188.0,13.0
1699,125.0,1190.0,13.0
1700,125.0,1188.0,13.0
1701,125.0,1193.0,12.0
1702,132.0,1250.0,14.0
1703,132.0,1254.0,14.0
1704,134.0,1267.0,15.0
1705,133.0,1268.0,15.0
1706,137.0,1283.0,15.0
1707,142.0,1334.0,15.0
1708,142.0,1333.0,15.0
1709,145.0,1349.0,15.0
1710,145.0,1371.0,15.0
1711,147.0,1377.0,15.0
1712,150.0,1417.0,15.0
1713,150.0,1420.0,16.0
1714,150.0,1435.0,16.0
1715,150.0,1436.0,16.0
1716,146.0,1418.0,14.0
1717,146.0,1425.0,15.0
1718,148.0,1424.0,15.0
1719,150.0,1455.0,15.0
1720,150.0,1448.0,16.0
1721,147.0,1401.0,17.0
1722,147.0,1393.0,17.0
1723,144.0,1370.0,17.0
1724,146.0,1381.0,17.0
1725,147.0,1384.0,17.0
1726,146.0,1382.0,16.0
1727,148.0,1398.0,16.0
1728,145.0,1368.0,17.0
1729,145.0,1373.0,17.0
1730,145.0,1373.0,17.0
1731,149.0,1392.0,17.0
1732,156.0,1453.0,18.0
1733,163.0,1480.0,19.0
1734,170.0,1518.0,20.0
1735,170.0,1540.0,20.0
1736,168.0,1529.0,20.0
1737,169.0,1543.0,20.0
1738,167.0,1537.0,20.0
1739,167.0,1543.0,20.0
1740,158.0,1515.0,20.0
1741,148.0,1479.0,19.0
1742,133.0,1416.0,18.0
1743,135.0,1447.0,19.0
1744,132.0,1419.0,20.0
1745,132.0,1424.0,20.0
1746,128.0,1389.0,19.0
1747,127.0,1395.0,19.0
1748,128.0,1409.0,19.0
1749,126.0,1386.0,19.0
1750,124.0,1382.0,19.0
1751,119.0,1353.0,19.0
1752,117.0,1276.0,16.0
1753,118.0,1288.0,16.0
1754,118.0,1287.0,16.0
1755,120.0,1307.0,16.0
1756,119.0,1300.0,18.0
1757,117.0,1279.0,18.0
1758,116.0,1275.0,18.0
1759,115.0,1271.0,17.0
1760,113.0,1269.0,17.0
1761,113.0,1289.0,17.0
1762,113.0,1290.0,17.0
1763,116.0,1328.0,17.0
1764,117.0,1328.0,16.0
1765,116.0,1323.0,16.0
1766,118.0,1332.0,16.0
1767,118.0,1312.0,16.0
1768,118.0,1320.0,16.0
1769,121.0,1338.0,16.0
1770,123.0,1346.0,16.0
1771,123.0,1334.0,16.0
1772,120.0,1279.0,16.0
1773,118.0,1267.0,16.0
1774,121.0,1278.0,16.0
1775,121.0,1263.0,16.0
1776,119.0,1221.0,15.0
1777,119.0,1213.0,14.0
1778,114.0,1132.0,12.0
1779,113.0,1124.0,12.0
1780,109.0,1092.0,12.0
1781,106.0,1058.0,12.0
1782,107.0,1058.0,12.0
1783,106.0,1055.0,12.0
1784,106.0,1040.0,12.0
1785,98.0,1018.0,11.0
1786,97.0,997.0,11.0
1787,94.0,971.0,11.0
1788,94.0,960.0,11.0
1789,95.0,959.0,11.0
1790,95.0,956.0,12.0
1791,96.0,954.0,12.0
1792,90.0,932.0,12.0
1793,87.0,893.0,11.0
1794,89.0,896.0,11.0
1795,88.0,884.0,10.0
1796,90.0,885.0,10.0
1797,90.0,876.0,10.0
1798,87.0,871.0,10.0
1799,88.0,859.0,10.0
1800,88.0,852.0,10.0
1801,88.0,839.0,8.0
1802,88.0,843.0,8.0
1803,87.0,830.0,8.0
1804,87.0,830.0,8.0
1805,82.0,831.0,8.0
1806,76.0,774.0,7.0
1807,68.0,717.0,7.0
1808,60.0,663.0,6.0
1809,60.0,656.0,6.0
1810,60.0,657.0,6.0
1811,59.0,626.0,6.0
1812,58.0,622.0,6.0
1813,59.0,616.0,6.0
1814,59.0,615.0,5.0
1815,59.0,605.0,4.0
1816,56.0,579.0,4.0
1817,57.0,552.0,4.0
